judgeId,problemId,sourceCode
8348192,ALDS1_1_A,"def print_array(A: list):
    for i in range(len(A)):
        if i == (len(A) - 1):
            print(A[i])
        else:
            print(A[i], end="" "")


def main():
    N = int(input())

    A = list(map(int, input().split()))
    print_array(A)

    for i in range(1, N):
        v = A[i]
        j = i - 1
        while j >= 0 and A[j] > v:
            A[j + 1] = A[j]
            j -= 1
        A[j + 1] = v
        print_array(A)


if __name__ == ""__main__"":
    main()

"
8349318,ALDS1_1_A,"def insertionSort(A, N):
    print(*A)
    for i in range(1, N):
        v = A[i]
        j = i -1
        while j >= 0 and A[j] > v:
            A[j + 1] = A[j]
            j -= 1
        A[j + 1] = v
        print(*A)

N = int(input())

A = list(map(int, input().split()))

insertionSort(A, N)
"
8351830,ALDS1_1_A,"n = int(input())
a = list(map(int, input().split()))

for i in range(n):
    j = i - 1
    while j >= 0 and a[j] > a[j + 1]:
        a[j], a[j + 1] = a[j + 1], a[j]
        j -= 1

    print("" "".join(map(str, a)))

"
8367862,ALDS1_1_A,"def my_insertionSort(A, N):
    print(*A)
    for i in range(1,N):
        v = A[i]
        j = i - 1
        while j >= 0 and A[j] > v: #挿入したい要素より大きい要素は配列の後ろに送る
            A[j+1] = A[j]
            j -= 1
        A[j+1] = v
        print(*A)


n = int(input())
a = list(map(int, input().split()))
my_insertionSort(a, n)
"
8369075,ALDS1_1_A,"N = int(input())
lst = list(map(int, input().split()))
for k in range(N):
    if k != N-1:
      print(lst[k],end="" "")
    else:
      print(lst[k])

for i in range(N-1):
  v = lst[i+1]
  j = i-1
  while lst[j+1] > v and j+1 >= 0:
    lst[j+2] = lst[j+1]
    j -= 1
  lst[j+2] = v
  for k in range(N):
    if k != N-1:
      print(lst[k],end="" "")
    else:
      print(lst[k])
"
8381629,ALDS1_1_A,"def insertionSort(A,N):
    for i in range(N):
        v = A[i]
        j = i - 1
        while j >= 0 and A[j] > v:
            A[j+1] = A[j]
            j -= 1
        A[j+1] = v

        for j in range(N):
          if j != N-1:
            print(A[j], end = ' ')
          else:
            print(A[j])

        
N = int(input())

A = list(map(int, input().split()))

insertionSort(A,N)
"
8389211,ALDS1_1_A,"n = int(input())
a = list(map(int, input().split()))

for i in range(0, n):
    v =a[i]
    j = i -1
    while j>=0 and a[j] > v:
        a[j+1] = a[j]
        j -= 1
        a[j+1] = v
    print(*a)
    
"
8401601,ALDS1_1_A,"def insert_sort(A, N):
    for i in range(1,N):
        v = A[i]
        j = i -1
        while j >= 0 and A[j] > v:
            A[j+1] = A[j]
            j-=1
        A[j+1] = v
        print(' '.join(map(str, A)))
    return A
N = int(input())
A = list(map(int, input().split()))
print(' '.join(map(str, A)))
insert_sort(A, len(A))
"
8413484,ALDS1_1_A,"N=int(input())
A=list(map(int, input().split()))

#print(N, A)

for i in range(N):
    v=A[i]
    j=i-1
    while j>=0 and A[j]>v:
        A[j+1]=A[j]
        j-=1
    A[j+1]=v
    print(*A)
"
8414547,ALDS1_1_A,"n = int(input())
A = list(map(int, input().split()))
for i in range(n):
    v = A[i]
    j = i - 1
    while j >= 0 and A[j] > v:
        A[j+1] = A[j]
        j -= 1
    A[j+1] = v
    print(*A)
"
8416530,ALDS1_1_A,"def insertionSort(A, N):
    for i in range(1, N):
        v = A[i]
        j = i-1
        while j >= 0 and A[j] >v:
            A[j+1] = A[j]
            j -= 1
        A[j + 1] = v
        print(*A)
    return A

N = int(input())
A =[int(j) for j in input().split()]

print(*A)

insertionSort(A, N)

"
8421670,ALDS1_1_A,"N = int(input())
A = [*map(int, input().split())]

for i in range(N):
    v = A[i]
    j = i-1
    while j >= 0 and A[j] > v:
        A[j+1] = A[j]
        j -= 1
    A[j+1] = v
    print(*A)
"
8426894,ALDS1_1_A,"def insertionSort(a, n):
    for i in range(1,n):
        v = a[i]
        j = i-1
        while j >= 0 and a[j] > v:
            a[j+1] = a[j]
            j -= 1
        a[j+1] = v
        print(' '.join(list(map(str, a))))


n = int(input())
a = list(map(int, input().split()))
print(' '.join(list(map(str, a))))
insertionSort(a, n)
"
8429077,ALDS1_1_A,"import sys

input = sys.stdin.readline

def print_list(array):
    print("" "".join(map(str, array)))

def insertion_sort(n, array):
    print_list(array)
    for i in range(1, n):
        temp = array[i]
        j = i - 1
        while j >= 0 and array[j] > temp:
            array[j + 1] = array[j]
            j -= 1
        
        array[j + 1] = temp
        print_list(array)

def main():
    n = int(input())
    array = list(map(int, input().split()))
    
    insertion_sort(n, array)

if __name__ == ""__main__"":
    main()
"
8435038,ALDS1_1_A,"n = int(input())

a = list(map(int,input().split()))

for i in range(n):
    v = a[i]
    j = i -1
    while j >= 0 and a[j] > v:
        a[j + 1] = a[j]
        j -=1
        
    a[j+1] = v
        
    print(*a)
    
"
8442718,ALDS1_1_A,"def insertion_sort(arr, n):
    for i in range(n):
        v = arr[i]
        j = i - 1
        while j >= 0 and arr[j] > v:
            arr[j + 1] = arr[j]
            j -= 1
        arr[j + 1] = v
        print(' '.join(map(str, arr)))

n = int(input().strip())
arr = list(map(int, input().strip().split()))
insertion_sort(arr, n)

"
8446596,ALDS1_1_A,"def insertionSort(A, N): #N個の要素を含む0-オリジンの配列A
    for i in range(1,N):
        v = A[i]
        j = i -1
        while j >=0 and A[j] > v:
            A[j+1] = A[j]
            j -= 1
        A[j+1] = v
        print(*A)
    return A
    

N = int(input()) #配列の要素数
A = list(map(int, input().split())) #配列の要素
print(*A)
sort_A = insertionSort(A,N)
"
8456553,ALDS1_1_A,"n = int(input())
A = list(map(int,input().split()))
for i in range(n):
    j=i
    while j>0 and A[j-1]>A[j]:
        A[j],A[j-1]=A[j-1],A[j]
        j-=1
    print(*A)
        
"
8461928,ALDS1_1_A,"def printArr(intArr):
    n = len(intArr)
    s = """"

    for k in range(0,n):
        if k < n-1:
            s += str(intArr[k]) + "" ""
        else:
            s += str(intArr[k])

    print(s)

n = int(input())
strArr = input().split()
intArr = [int(s) for s in strArr]

printArr(intArr)

for i in range(1,n):
    v = intArr[i]
    j = i - 1
    while j >= 0 and intArr[j] > v:
        intArr[j+1] = intArr[j]
        j -= 1

    intArr[j+1] = v
    printArr(intArr)


"
8463754,ALDS1_1_A,"n = int(input())
a = list(map(int, input().split()))
for i in range(n):
    a = sorted(a[:i+1])+a[i+1:]
    print(*a)
"
8464407,ALDS1_1_A,"import math as ma

N = int(input())

A = list( map( int,input().split() ) )

for i in range(N):

    v = A[i]
    j = i - 1

    while (j >= 0) & (A[j] > v):

        A[j+1] = A[j]
        j-=1

    A[j+1] = v

    print(*A)
"
8475596,ALDS1_1_A,"def insertion_sort(A,n):
    for i in range(1,n):
        print(*A)
        v=A[i]
        j=i-1
        while j>=0 and A[j]>v:
            A[j+1]=A[j]
            j-=1
        A[j+1]=v


n=int(input())
A=[int(i) for i in input().split()]
insertion_sort(A,n)
print(*A)
'''
python .\Insertion_sort.py
6
5 2 4 6 1 3

2 5 4 6 1 3
2 4 5 6 1 3
2 4 5 6 1 3
1 2 4 5 6 3
1 2 3 4 5 6
'''
"
8484667,ALDS1_1_A,"N = int(input())
A = input().split()

for i in A:
    if i != A[len(A)-1]:    
        print(i,end="" "")
    else:
        print(i)

for i in range(1,len(A)):
    key = int(A[i])
    j = i-1
    while j >= 0 and int(A[j]) > key:
        A[j+1] = A[j]
        j -= 1
    A[j+1] = key
    for j in A:
        if j != A[len(A)-1]:    
            print(j,end="" "")
        else:
            print(j)
    
"
8490148,ALDS1_1_A,"num = int(input())
a = list(map(int, input().split()))

for i in range(num ):
    key = a[i]
    j = i - 1
    while j >= 0 and a[j] > key:
       # print(j)
        a[j+1] = a[j]
        j = j-1
    a[j+1] = key
    for i in range(num):
        if i != num-1:print(a[i], end=' ')
        else:print(a[i])

"
8507623,ALDS1_1_A,"N = int(input())
A = [*map(int, input().split())]
for i in range(N):
    v = A[i]
    j = i - 1
    while j >= 0 and  A[j] > v:
       A[j+1] = A[j]
       j -= 1
    A[j+1] = v
    print(*A)

    
"
8508392,ALDS1_1_A,"N = int(input())
A = list(map(int, input().split()))

print("" "".join(map(str, A)))  # 配列の初期状態を出力
for i in range(1, N):
    v = A[i]
    j = i - 1
    while j >= 0 and A[j] > v:
        A[j + 1] = A[j]
        j -= 1
    A[j + 1] = v
    print("" "".join(map(str, A)))  # 各ステップでの配列の状態を出力

"
8510503,ALDS1_1_A,"count = int(input())
card = list(map(int,input().split()))
for i in range(0,count) :
    v = card[i]
    j = i - 1
    while j >= 0 and card[j] > v :
        card[j + 1] = card[j]
        j -= 1
    card[j + 1] = v
    print("" "".join(map(str,card)))

"
8519983,ALDS1_1_A,"cnt = int(input())
ten = []
ten = list(map(int, input().split()))
for n in range(cnt-1):
      print(ten[n],end="" "")
print(ten[cnt-1])

for n in range(1,cnt,1):
    tmp = ten[n]
    m = n -1
    while (m >=0 and ten[m] > tmp):
        ten[m+1] = ten[m]
        m = m - 1
    ten[m+1] = tmp
    for n in range(cnt-1):
      print(ten[n],end="" "")
    print(ten[cnt-1])
"
8527905,ALDS1_1_A,"def show_list(A):
    for i, num in enumerate(A):
        if i != len(A)-1:
            print(num, end="" "")
        else:
            print(num)


def insertionSort(A, N):
    show_list(A)
    for i in range(1, N):
        tmp = A[i]
        j = i - 1
        while (j >= 0) and (A[j] > tmp):
            A[j+1] = A[j]
            j -= 1
        A[j+1] = tmp
        show_list(A)

N = int(input())
A = list(map(int, input().split()))
insertionSort(A, N)
"
8532599,ALDS1_1_A,"def insertion_sort(A, N):
    for i in range(N):
        v = A[i]
        j = i - 1
        while j >= 0 and A[j] > v:
            A[j+1] = A[j]
            j -= 1
        A[j+1] = v
        print(' '.join(list(map(str, A))))

def main():
    N = int(input())
    A = list(map(int, input().split(' '))) 

    insertion_sort(A, N)

if __name__ == '__main__':
    main()
"
8550539,ALDS1_1_A,"#!/usr/bin/python

def print_array(in_list: list):
    for i in range(len(in_list)):
        if i < len(in_list) - 1:
            sep = "" ""
        else:
            sep = ""\n""
        print(in_list[i], end=sep)

    return()


if __name__ == ""__main__"":
    import sys

    prompt_1 = ""input number of array elements: ""
    prompt_2 = ""input integers to fill in each elements: ""

    N = int(input().strip())
    A = list(map(int, input().strip().split()))

    print_array(A)

    for i in range(1, N):
        v = A[i]
        j = i - 1
        while j >= 0 and A[j] > v:
            A[j+1] = A[j]
            j -= 1
        A[j+1] = v
        print_array(A)

    sys.exit()

"
8561658,ALDS1_1_A,"N = int(input())
a_list = list(map(int, input().split()))

print(*a_list)
for i in range(1, N):
    a = a_list[i]
    j = i - 1
    while j >= 0 and a_list[j] > a:
        a_list[j + 1] = a_list[j]
        j = j - 1
    a_list[j + 1] = a
    print(*a_list)

"
8569745,ALDS1_1_A,"def print_moji(seq):
  for i in range(len(seq)):
    if i!=len(seq)-1:
      print(seq[i], end=' ')
    else:
      print(seq[i])

N=int(input())
s=list(input().split())
for i in range(len(s)):
  s[i]=int(s[i])
print_moji(s)
for i in range(1,len(s)):
  v=s[i]
  j=i-1
  while s[j]>v and j>=0:
    s[j+1]=s[j]
    j-=1
  s[j+1]=v
  print_moji(s)



"
8570505,ALDS1_1_A,"n = int(input())
nums = list(map(int, input().split()))

for i in range(n):
    j = 0

    while(i > j):
        if(nums[j] > nums[i]):
            nums.insert(j, nums[i])
            del nums[i + 1]

            break

        j += 1

    print(*nums)
"
