judgeId,problemId,sourceCode
8348192,ALDS1_1_A,"def print_array(A: list):
    for i in range(len(A)):
        if i == (len(A) - 1):
            print(A[i])
        else:
            print(A[i], end="" "")


def main():
    N = int(input())

    A = list(map(int, input().split()))
    print_array(A)

    for i in range(1, N):
        v = A[i]
        j = i - 1
        while j >= 0 and A[j] > v:
            A[j + 1] = A[j]
            j -= 1
        A[j + 1] = v
        print_array(A)


if __name__ == ""__main__"":
    main()

"
8349318,ALDS1_1_A,"def insertionSort(A, N):
    print(*A)
    for i in range(1, N):
        v = A[i]
        j = i -1
        while j >= 0 and A[j] > v:
            A[j + 1] = A[j]
            j -= 1
        A[j + 1] = v
        print(*A)

N = int(input())

A = list(map(int, input().split()))

insertionSort(A, N)
"
8351830,ALDS1_1_A,"n = int(input())
a = list(map(int, input().split()))

for i in range(n):
    j = i - 1
    while j >= 0 and a[j] > a[j + 1]:
        a[j], a[j + 1] = a[j + 1], a[j]
        j -= 1

    print("" "".join(map(str, a)))

"
8367862,ALDS1_1_A,"def my_insertionSort(A, N):
    print(*A)
    for i in range(1,N):
        v = A[i]
        j = i - 1
        while j >= 0 and A[j] > v: #挿入したい要素より大きい要素は配列の後ろに送る
            A[j+1] = A[j]
            j -= 1
        A[j+1] = v
        print(*A)


n = int(input())
a = list(map(int, input().split()))
my_insertionSort(a, n)
"
8369075,ALDS1_1_A,"N = int(input())
lst = list(map(int, input().split()))
for k in range(N):
    if k != N-1:
      print(lst[k],end="" "")
    else:
      print(lst[k])

for i in range(N-1):
  v = lst[i+1]
  j = i-1
  while lst[j+1] > v and j+1 >= 0:
    lst[j+2] = lst[j+1]
    j -= 1
  lst[j+2] = v
  for k in range(N):
    if k != N-1:
      print(lst[k],end="" "")
    else:
      print(lst[k])
"
8381629,ALDS1_1_A,"def insertionSort(A,N):
    for i in range(N):
        v = A[i]
        j = i - 1
        while j >= 0 and A[j] > v:
            A[j+1] = A[j]
            j -= 1
        A[j+1] = v

        for j in range(N):
          if j != N-1:
            print(A[j], end = ' ')
          else:
            print(A[j])

        
N = int(input())

A = list(map(int, input().split()))

insertionSort(A,N)
"
8389211,ALDS1_1_A,"n = int(input())
a = list(map(int, input().split()))

for i in range(0, n):
    v =a[i]
    j = i -1
    while j>=0 and a[j] > v:
        a[j+1] = a[j]
        j -= 1
        a[j+1] = v
    print(*a)
    
"
8401601,ALDS1_1_A,"def insert_sort(A, N):
    for i in range(1,N):
        v = A[i]
        j = i -1
        while j >= 0 and A[j] > v:
            A[j+1] = A[j]
            j-=1
        A[j+1] = v
        print(' '.join(map(str, A)))
    return A
N = int(input())
A = list(map(int, input().split()))
print(' '.join(map(str, A)))
insert_sort(A, len(A))
"
8413484,ALDS1_1_A,"N=int(input())
A=list(map(int, input().split()))

#print(N, A)

for i in range(N):
    v=A[i]
    j=i-1
    while j>=0 and A[j]>v:
        A[j+1]=A[j]
        j-=1
    A[j+1]=v
    print(*A)
"
8414547,ALDS1_1_A,"n = int(input())
A = list(map(int, input().split()))
for i in range(n):
    v = A[i]
    j = i - 1
    while j >= 0 and A[j] > v:
        A[j+1] = A[j]
        j -= 1
    A[j+1] = v
    print(*A)
"
8416530,ALDS1_1_A,"def insertionSort(A, N):
    for i in range(1, N):
        v = A[i]
        j = i-1
        while j >= 0 and A[j] >v:
            A[j+1] = A[j]
            j -= 1
        A[j + 1] = v
        print(*A)
    return A

N = int(input())
A =[int(j) for j in input().split()]

print(*A)

insertionSort(A, N)

"
8421670,ALDS1_1_A,"N = int(input())
A = [*map(int, input().split())]

for i in range(N):
    v = A[i]
    j = i-1
    while j >= 0 and A[j] > v:
        A[j+1] = A[j]
        j -= 1
    A[j+1] = v
    print(*A)
"
8426894,ALDS1_1_A,"def insertionSort(a, n):
    for i in range(1,n):
        v = a[i]
        j = i-1
        while j >= 0 and a[j] > v:
            a[j+1] = a[j]
            j -= 1
        a[j+1] = v
        print(' '.join(list(map(str, a))))


n = int(input())
a = list(map(int, input().split()))
print(' '.join(list(map(str, a))))
insertionSort(a, n)
"
8429077,ALDS1_1_A,"import sys

input = sys.stdin.readline

def print_list(array):
    print("" "".join(map(str, array)))

def insertion_sort(n, array):
    print_list(array)
    for i in range(1, n):
        temp = array[i]
        j = i - 1
        while j >= 0 and array[j] > temp:
            array[j + 1] = array[j]
            j -= 1
        
        array[j + 1] = temp
        print_list(array)

def main():
    n = int(input())
    array = list(map(int, input().split()))
    
    insertion_sort(n, array)

if __name__ == ""__main__"":
    main()
"
8435038,ALDS1_1_A,"n = int(input())

a = list(map(int,input().split()))

for i in range(n):
    v = a[i]
    j = i -1
    while j >= 0 and a[j] > v:
        a[j + 1] = a[j]
        j -=1
        
    a[j+1] = v
        
    print(*a)
    
"
8442718,ALDS1_1_A,"def insertion_sort(arr, n):
    for i in range(n):
        v = arr[i]
        j = i - 1
        while j >= 0 and arr[j] > v:
            arr[j + 1] = arr[j]
            j -= 1
        arr[j + 1] = v
        print(' '.join(map(str, arr)))

n = int(input().strip())
arr = list(map(int, input().strip().split()))
insertion_sort(arr, n)

"
8446596,ALDS1_1_A,"def insertionSort(A, N): #N個の要素を含む0-オリジンの配列A
    for i in range(1,N):
        v = A[i]
        j = i -1
        while j >=0 and A[j] > v:
            A[j+1] = A[j]
            j -= 1
        A[j+1] = v
        print(*A)
    return A
    

N = int(input()) #配列の要素数
A = list(map(int, input().split())) #配列の要素
print(*A)
sort_A = insertionSort(A,N)
"
8456553,ALDS1_1_A,"n = int(input())
A = list(map(int,input().split()))
for i in range(n):
    j=i
    while j>0 and A[j-1]>A[j]:
        A[j],A[j-1]=A[j-1],A[j]
        j-=1
    print(*A)
        
"
8461928,ALDS1_1_A,"def printArr(intArr):
    n = len(intArr)
    s = """"

    for k in range(0,n):
        if k < n-1:
            s += str(intArr[k]) + "" ""
        else:
            s += str(intArr[k])

    print(s)

n = int(input())
strArr = input().split()
intArr = [int(s) for s in strArr]

printArr(intArr)

for i in range(1,n):
    v = intArr[i]
    j = i - 1
    while j >= 0 and intArr[j] > v:
        intArr[j+1] = intArr[j]
        j -= 1

    intArr[j+1] = v
    printArr(intArr)


"
8463754,ALDS1_1_A,"n = int(input())
a = list(map(int, input().split()))
for i in range(n):
    a = sorted(a[:i+1])+a[i+1:]
    print(*a)
"
8464407,ALDS1_1_A,"import math as ma

N = int(input())

A = list( map( int,input().split() ) )

for i in range(N):

    v = A[i]
    j = i - 1

    while (j >= 0) & (A[j] > v):

        A[j+1] = A[j]
        j-=1

    A[j+1] = v

    print(*A)
"
8475596,ALDS1_1_A,"def insertion_sort(A,n):
    for i in range(1,n):
        print(*A)
        v=A[i]
        j=i-1
        while j>=0 and A[j]>v:
            A[j+1]=A[j]
            j-=1
        A[j+1]=v


n=int(input())
A=[int(i) for i in input().split()]
insertion_sort(A,n)
print(*A)
'''
python .\Insertion_sort.py
6
5 2 4 6 1 3

2 5 4 6 1 3
2 4 5 6 1 3
2 4 5 6 1 3
1 2 4 5 6 3
1 2 3 4 5 6
'''
"
8484667,ALDS1_1_A,"N = int(input())
A = input().split()

for i in A:
    if i != A[len(A)-1]:    
        print(i,end="" "")
    else:
        print(i)

for i in range(1,len(A)):
    key = int(A[i])
    j = i-1
    while j >= 0 and int(A[j]) > key:
        A[j+1] = A[j]
        j -= 1
    A[j+1] = key
    for j in A:
        if j != A[len(A)-1]:    
            print(j,end="" "")
        else:
            print(j)
    
"
8490148,ALDS1_1_A,"num = int(input())
a = list(map(int, input().split()))

for i in range(num ):
    key = a[i]
    j = i - 1
    while j >= 0 and a[j] > key:
       # print(j)
        a[j+1] = a[j]
        j = j-1
    a[j+1] = key
    for i in range(num):
        if i != num-1:print(a[i], end=' ')
        else:print(a[i])

"
8507623,ALDS1_1_A,"N = int(input())
A = [*map(int, input().split())]
for i in range(N):
    v = A[i]
    j = i - 1
    while j >= 0 and  A[j] > v:
       A[j+1] = A[j]
       j -= 1
    A[j+1] = v
    print(*A)

    
"
8508392,ALDS1_1_A,"N = int(input())
A = list(map(int, input().split()))

print("" "".join(map(str, A)))  # 配列の初期状態を出力
for i in range(1, N):
    v = A[i]
    j = i - 1
    while j >= 0 and A[j] > v:
        A[j + 1] = A[j]
        j -= 1
    A[j + 1] = v
    print("" "".join(map(str, A)))  # 各ステップでの配列の状態を出力

"
8510503,ALDS1_1_A,"count = int(input())
card = list(map(int,input().split()))
for i in range(0,count) :
    v = card[i]
    j = i - 1
    while j >= 0 and card[j] > v :
        card[j + 1] = card[j]
        j -= 1
    card[j + 1] = v
    print("" "".join(map(str,card)))

"
8519983,ALDS1_1_A,"cnt = int(input())
ten = []
ten = list(map(int, input().split()))
for n in range(cnt-1):
      print(ten[n],end="" "")
print(ten[cnt-1])

for n in range(1,cnt,1):
    tmp = ten[n]
    m = n -1
    while (m >=0 and ten[m] > tmp):
        ten[m+1] = ten[m]
        m = m - 1
    ten[m+1] = tmp
    for n in range(cnt-1):
      print(ten[n],end="" "")
    print(ten[cnt-1])
"
8527905,ALDS1_1_A,"def show_list(A):
    for i, num in enumerate(A):
        if i != len(A)-1:
            print(num, end="" "")
        else:
            print(num)


def insertionSort(A, N):
    show_list(A)
    for i in range(1, N):
        tmp = A[i]
        j = i - 1
        while (j >= 0) and (A[j] > tmp):
            A[j+1] = A[j]
            j -= 1
        A[j+1] = tmp
        show_list(A)

N = int(input())
A = list(map(int, input().split()))
insertionSort(A, N)
"
8532599,ALDS1_1_A,"def insertion_sort(A, N):
    for i in range(N):
        v = A[i]
        j = i - 1
        while j >= 0 and A[j] > v:
            A[j+1] = A[j]
            j -= 1
        A[j+1] = v
        print(' '.join(list(map(str, A))))

def main():
    N = int(input())
    A = list(map(int, input().split(' '))) 

    insertion_sort(A, N)

if __name__ == '__main__':
    main()
"
8550539,ALDS1_1_A,"#!/usr/bin/python

def print_array(in_list: list):
    for i in range(len(in_list)):
        if i < len(in_list) - 1:
            sep = "" ""
        else:
            sep = ""\n""
        print(in_list[i], end=sep)

    return()


if __name__ == ""__main__"":
    import sys

    prompt_1 = ""input number of array elements: ""
    prompt_2 = ""input integers to fill in each elements: ""

    N = int(input().strip())
    A = list(map(int, input().strip().split()))

    print_array(A)

    for i in range(1, N):
        v = A[i]
        j = i - 1
        while j >= 0 and A[j] > v:
            A[j+1] = A[j]
            j -= 1
        A[j+1] = v
        print_array(A)

    sys.exit()

"
8561658,ALDS1_1_A,"N = int(input())
a_list = list(map(int, input().split()))

print(*a_list)
for i in range(1, N):
    a = a_list[i]
    j = i - 1
    while j >= 0 and a_list[j] > a:
        a_list[j + 1] = a_list[j]
        j = j - 1
    a_list[j + 1] = a
    print(*a_list)

"
8569745,ALDS1_1_A,"def print_moji(seq):
  for i in range(len(seq)):
    if i!=len(seq)-1:
      print(seq[i], end=' ')
    else:
      print(seq[i])

N=int(input())
s=list(input().split())
for i in range(len(s)):
  s[i]=int(s[i])
print_moji(s)
for i in range(1,len(s)):
  v=s[i]
  j=i-1
  while s[j]>v and j>=0:
    s[j+1]=s[j]
    j-=1
  s[j+1]=v
  print_moji(s)



"
8570505,ALDS1_1_A,"n = int(input())
nums = list(map(int, input().split()))

for i in range(n):
    j = 0

    while(i > j):
        if(nums[j] > nums[i]):
            nums.insert(j, nums[i])
            del nums[i + 1]

            break

        j += 1

    print(*nums)
"
8241069,ALDS1_1_B,"def gcd(a,b):
    while a % b != 0:
        x = b
        b = a % b
        a = x
    return b

x,y = map(int,input().split())
A = gcd(x,y)
print(A)
"
8254053,ALDS1_1_B,"x, y = map(int, input().split())
x, y = max(x, y), min(x, y)

while x%y!=0:
  x, y = y, x%y
print(y)
"
8255249,ALDS1_1_B,"import math

a, b = map(int, input().split())
print(math.gcd(a, b))
"
8257285,ALDS1_1_B,"x,y=map(int,input().split())
if x < y:
    x,y=y,x
while y>0:
    r = x % y
    x = y
    y = r
print(x)
"
8257336,ALDS1_1_B,"def gcd(a, b):
    if b > a:
        a, b = b, a
    if a % b == 0:
        return b
    return gcd(b, a % b)


def main():
    a, b = map(int, input().split())
    print(gcd(a, b))


if __name__ == ""__main__"":
    main()
"
8290103,ALDS1_1_B,"def nya(a,b):
    an=a%b
    if an==0:print(b)
    else:nya(b,an)
x,y=map(eval,input().split())
nya(x,y)
"
8294071,ALDS1_1_B,"input_list = input().split()
a = int(input_list[0])
b = int(input_list[1])

while b > 0:
    if a < b:
        tmp = a
        a = b
        b = tmp
    tmp = a
    a = b
    b = tmp % b

print(a)
"
8296285,ALDS1_1_B,"x, y = map(int, input().split())

if y >= x:
    x, y = y, x

while y != 0:
    if x % y == 0:
        break
    else:
        t = y
        y = x % y
        x = t

print(y)
"
8315323,ALDS1_1_B,"x, y = map(int,input().split())

if x < y :
    a = y
    b = x
else :
    a = x
    b = y

while b != 0 :
    c = a % b
    a = b
    b = c

print(a)
"
8324505,ALDS1_1_B,"x,y=map(int,input().split())
def gcd(a:int,b:int):
    if(a>=b):
        if(a%b==0):
            # print('今ここ')
            return b
        else:
            # print('gcd({},{})を呼び出します'.format(b,a%b))
            return gcd(b,a%b)
    else:
        return gcd(b,a)

print(gcd(x,y))
"
8338730,ALDS1_1_B,"def gcd(x,y):
    if x < y:
        x,y = y,x
    while y > 0:
        r = x % y
        x = y
        y = r

    return x
x,y =map(int, input().split())
print(gcd(x,y))
"
8338870,ALDS1_1_B,"x, y = map(int, input().split())
while y:
    x, y = y, x%y
print(x)
"
8340562,ALDS1_1_B,"def gcd(a,b):
    while True:
        if a%b==0:
            return b
        temp=a%b
        a=b
        b=temp

a,b=map(int,input().split())
print(gcd(a,b))
"
8349374,ALDS1_1_B,"def gcd(x, y):
    if x < y:
        x,y = y, x
    while True:
        if x % y == 0:
            return y
        x,y = y, x % y
    

x, y  = map(int, input().split())

print(gcd(x,y))
"
8367895,ALDS1_1_B,"def culc_gcd(x : int, y : int) -> int:
    if x < y:
        tmp = x
        x = y
        y = tmp
    if x % y == 0:
        return y
    ret = culc_gcd(y, x % y)
    return ret

x, y = map(int, input().split())
print(culc_gcd(x, y))
"
8381332,ALDS1_1_B,"import math

x, y = [int(i) for i in input().split()]
print(math.gcd(x, y))
"
8389550,ALDS1_1_B,"def gcd_binary(m, n):
    if m == 0:
        return n
    if n == 0:
        return m

    k = 0
    while m & 1 == 0 and n & 1 == 0:
        k += 1
        m >>= 1
        n >>= 1

    if m & 1 == 0:
        m, n = n, m >> 1

    while True:
        while n & 1 == 0:
            n >>= 1

        if m > n:
            m, n = n, (m - n) >> 1
        elif m < n:
            m, n = m, (n - m) >> 1
        else:
            return m << k


x, y = map(int, input().split())
result = gcd_binary(x, y)
print(result)

"
8399139,ALDS1_1_B,"x,y=map(int,input().split())

import math

print(math.gcd(x, y))
"
8401904,ALDS1_1_B,"def gcd(a, b):
    if b == 0:
        return a
    else:
        return gcd(b, a%b)

a, b = map(int, input().split())
print(gcd(a,b))
"
8412270,ALDS1_1_B,"def GCD(x, y):
    if y == 0:
        return x
    return GCD(y, x % y)


x, y = map(int, input().split())
if y > x:
    x, y = y, x
print(GCD(x, y))

"
8413658,ALDS1_1_B,"x, y = map(int, input().split())

if x<y:
    x,y=y,x
while y>0:
    r=x%y
    x=y
    y=r
print(x)

#ans=0
#for i in range(1,min(x,y)+1):
#    if x%i==0 and y%i==0:
#        ans=max(ans, i)
#print(ans)
    

"
8416565,ALDS1_1_B,"max = 0
import math

[a,b] = [int(j) for j in input().split()]

# for i in range(1,b+1):
#     if a%i == 0 and b%i == 0:
#         max = i
#     else:
#         pass
# print(max)

# i = 0
# if a > b:
#     while i != 1:
#         i = a%b
#         if i > a:
#             i = b%a
#     else:
#         print(i)
# else:
#     while i != 1:
#         i = b%a
#         if i > b:
#             i = a%b
#     else:
#         print(i)


print(math.gcd(a,b))
"
8416731,ALDS1_1_B,"def GCD(x, y):
    if y == 0:
        return x
    else:
        return GCD(y, x%y)

def main():
    x, y = map(int, input().split())
    ans = GCD(x, y)
    print(ans)

if __name__ == ""__main__"":
    main()

"
8424277,ALDS1_1_B,"def gcd(a,b):
    if b>a:
        a,b=b,a
    c=a%b
    if c==0:
        return b
    k=gcd(b,c)
    return k

a,b=map(int,input().split())
f=gcd(a,b)
print(f)
"
8435099,ALDS1_1_B,"X, Y = map(int, input().split())

while Y != 0:
	T = X
	X = Y
	Y = T % Y
	
print(X)
"
8439225,ALDS1_1_B,"from math import gcd

x,y = map(int, input().split())

print(gcd(x,y))
"
8446646,ALDS1_1_B,"import math
x, y = map(int, input().split())

print(math.gcd(x,y))
"
8450888,ALDS1_1_B,"a1,a2 = map(int,input().split())
if a1 < a2:
    tmp = a1
    a1 = a2
    a2 = tmp
greatest_common = 0
while  greatest_common== 0:
    i = a1%a2
    if i == 0:
       greatest_common = a2
    else:
        a1 = a2
        a2 = i
print(greatest_common)
"
8457271,ALDS1_1_B,"def gcd(x, y):
    
    if x < y:
        x, y = y, x
    
    while True:
        r = x % y
        y, x = r, y
        
        if r == 0:
            break
    
    return x

x, y = map(int, input().split())
print(gcd(x, y))
"
8457526,ALDS1_1_B,"a,b = map(int,input().split())
c=a%b
while c!=0:
    a=b
    b=c
    c=a%b
print(b)
"
8463760,ALDS1_1_B,"import math
x, y = map(int, input().split())
print(math.gcd(x, y))
"
8464424,ALDS1_1_B,"import math as ma

x , y = map(int,input().split())

z=ma.gcd(x,y)

print(z)
"
8471359,ALDS1_1_B,"x,y = map(int,input().split())
import math
print(math.gcd(x,y))
"
8475627,ALDS1_1_B,"def gcd(x,y):
    while y>1:
        x,y=y,x%y
        if y==1:
            return y
    return x
    
L=[int(i) for i in input().split()]
x,y=L[0],L[1]
print(gcd(x,y))

"
8484700,ALDS1_1_B,"import math
x_y = input().split()
x = int(x_y[0])
y = int(x_y[1])
print(math.gcd(x,y))
"
8490218,ALDS1_1_B,"a, b = map(int, input().split())
x = min(a,b)
y = max(a,b)
while b > 0:
    d = a % b
    a = b
    b = d
print(a)

"
8499104,ALDS1_1_B,"a,b=(int(x) for x in input().split())
if(a<b):
    c = b
    b = a
    a = c
sa = a - b
while(sa != 0):
    a = sa
    if(a<b):
        c = b
        b = a
        a = c
    sa = a - b
print (a)
    
"
8532640,ALDS1_1_B,"def gcd(x, y):
    if x < y:
        dummy = x
        x = y
        y = dummy
    if x%y == 0:
        return y
    else:
        return gcd(y, x%y)

def main():
    x, y = list(map(int, input().split(' ')))
    print(gcd(x, y))

if __name__ == '__main__':
    main()
"
8533266,ALDS1_1_B,"def calc_GreatesetCommonDivisor(x, y):
    if x < y:
        x, y = y, x  
    d = 1e9
    while y > 1:
        x, y = y, x % y
    return x if y == 0 else y

l = list(map(int, input().split()))
gcd = calc_GreatesetCommonDivisor(*l)
print(gcd)
"
8541356,ALDS1_1_B,"def gcd(a,b):
    while b:
        a,b = b, a % b
    return a

x,y = map(int,input().split())
print(gcd(x,y))
"
8550793,ALDS1_1_B,"#!/usr/bin/python

if __name__ == ""__main__"":
    import sys
    import math

    prompt = ""input two numbers (x, y): ""

    x, y = map(int, input().strip().split())
    greate_common_div = math.gcd(x, y)

    print(greate_common_div)

    sys.exit()

"
8570570,ALDS1_1_B,"import math

x, y = (int(i) for i in input().split())

""""""if(x < y):
    x, y = y, x

while(y != 0):
     x, y = y, x % y""""""

print(math.gcd(x, y))
"
8571490,ALDS1_1_B,"def gcd(a,b):
  if a%b==0:
    return b
  else:
    return gcd(b,a%b)

j=list(input().split())
x=int(j[0])
y=int(j[1])
print(gcd(x,y))
"
8588111,ALDS1_1_B,"i = input().split()
a = int(i[0])
b = int(i[1])

while True:
    c = a % b
    if c == 0:
        break
    a = b
    b = c

print(b)

"
8602266,ALDS1_1_B,"a,b = map(int,input().split())

if a < b:
    a,b = b,a
while(b > 0):
    a,b = b,a % b
print(a)
"
8603582,ALDS1_1_B,"x, y = map(int, input().split())
while x != 0 and y != 0:
    if y > x:
        x, y = y, x
    x %= y
print(max(x, y))

"
8607747,ALDS1_1_B,"def my_gcd(x, y):
    a, b = x, y
    while(a%b != 0):
        a, b = b, a % b
    return b

Array = input()
a = list(map(int,Array.split()))
print(my_gcd(*a))
"
8609130,ALDS1_1_B,"def custom_gcd(x, y):
    while y != 0:
        x, y = y, x % y
    return x

x, y = map(int, input().split())
result = custom_gcd(x, y)
print(result)

"
8642666,ALDS1_1_B,"a, b = map(int, input().split())
while a % b != 0:
	x = b
	b = a % b
	a = x
print(b)
"
8666018,ALDS1_1_B,"def gcd(x, y):
    while y:
        x, y = y, x % y
    return x

x, y = [int(x) for x in input().split()]
print(gcd(x, y))
"
8666908,ALDS1_1_B,"import math

x,y = map(int,input().split())
z = math.gcd(x,y)
print(z)
"
8666942,ALDS1_1_B,"import math
x,y = map(int,input().split())
z = math.gcd(x,y)
print(z)

"
